-120.549104;24.279819;1.273853;;ff00008b;0
-90.939567;27.642381;1.128998;;ff00008b;0
-55.239352;23.28333;1.325142;;ff00008b;0
-32.999694;23.715748;1.302339;;ff00008b;0
0.658872;27.64399;1.128937;;ff00008b;0
37.183954;22.651316;1.360088;;ff00008b;0
72.698189;26.569579;1.171067;;ff00008b;0
89.060433;27.642381;1.128998;;ff00008b;0
114.137151;25.547975;1.214562;;ff00008b;0
151.875496;24.794694;1.249022;;ff00008b;0
179.341128;27.64399;1.128937;;ff00008b;0
-151.875496;24.794694;1.249022;;ff00008b;0
-122.590781;40.115447;1.552;;ff00008b;0
-90.939567;44.996148;1.414309;;ff00008b;0
-56.747144;39.904351;1.558827;;ff00008b;0
-36.763409;38.698698;1.599424;;ff00008b;0
0.98539;44.995763;1.414318;;ff00008b;0
37.183954;38.544304;1.604828;;ff00008b;0
57.62939;40.184525;1.549784;;ff00008b;0
90;45;1.414214;;ff00008b;0
124.121567;39.619632;1.568165;;ff00008b;0
148.172126;40.352434;1.544431;;ff00008b;0
-178.024079;44.982961;1.414634;;ff00008b;0
-147.698926;40.206226;1.549089;;ff00008b;0