45;11.25;0.656565656565657;;ff00008b;0
45;24.5454545454545;0.686868686868687;;ff00008b;0
45;42.9545454545455;0.747474747474748;;ff00008b;0
45;60.3409090909091;0.848484848484849;;ff00008b;0
45;73.6363636363636;0.94949494949495;;ff00008b;0
55;24.5454545454545;1;;ff00008b;0
10;24.5454545454545;1;;ff00008b;0
315;24.5454545454545;1;;ff00008b;0
350;24.5454545454545;1;;ff00008b;0
100;24.5454545454545;1;;ff00008b;0
135;11.25;0.656565656565657;;ff00008b;0
135;24.5454545454545;0.686868686868687;;ff00008b;0
225;73.6363636363636;0.94949494949495;;ff00008b;0
225;60.3409090909091;0.848484848484849;;ff00008b;0
135;42.9545454545455;0.747474747474748;;ff00008b;0
135;60.3409090909091;0.848484848484849;;ff00008b;0
135;73.6363636363636;0.94949494949495;;ff00008b;0
315;60.3409090909091;0.848484848484849;;ff00008b;0
225;42.9545454545455;0.747474747474748;;ff00008b;0
259;24.5454545454545;1;;ff00008b;0
170;24.5454545454545;1;;ff00008b;0
303;24.5454545454545;1;;ff00008b;0
190;24.5454545454545;1;;ff00008b;0
240;90;0.909090909090909;;ff00008b;0
315;11.25;0.656565656565657;;ff00008b;0
60;90;0.909090909090909;;ff00008b;0
315;42.9545454545455;0.747474747474748;;ff00008b;0
150;90;0.909090909090909;;ff00008b;0
315;73.6363636363636;0.94949494949495;;ff00008b;0
330;90;0.909090909090909;;ff00008b;0
225;11.25;0.656565656565657;;ff00008b;0
225;24.5454545454545;0.686868686868687;;ff00008b;0